x_min,y_min,x_max,y_max,class_id,confidence,tracker_id,class_name,frame_index,x_center,y_center
2909.0,1138.0,2960.0,1173.0,1,0.684448778629303,,golf ball,149,2934.0,1156.0
2916.0,1137.0,2965.0,1174.0,1,0.7381129264831543,,golf ball,150,2940.0,1156.0
2922.0,1138.0,2971.0,1175.0,1,0.75435471534729,,golf ball,151,2946.0,1156.0
2926.0,1139.0,2977.0,1175.0,1,0.7591760754585266,,golf ball,152,2952.0,1157.0
2928.0,1139.0,2979.0,1176.0,1,0.76633620262146,,golf ball,153,2954.0,1158.0
2932.0,1140.0,2982.0,1175.0,1,0.7780042886734009,,golf ball,154,2957.0,1158.0
2936.0,1140.0,2984.0,1175.0,1,0.7651001214981079,,golf ball,155,2960.0,1158.0
2941.0,1139.0,2989.0,1175.0,1,0.7513607144355774,,golf ball,156,2965.0,1157.0
2945.0,1139.0,2994.0,1175.0,1,0.7260693311691284,,golf ball,157,2970.0,1157.0
2947.0,1139.0,2997.0,1175.0,1,0.5600665807723999,,golf ball,158,2972.0,1157.0
2951.0,1139.0,3004.0,1175.0,1,0.4617456793785095,,golf ball,159,2978.0,1157.0
2954.0,1140.0,3006.0,1175.0,1,0.5930763483047485,,golf ball,160,2980.0,1158.0
2957.0,1140.0,3007.0,1174.0,1,0.6904182434082031,,golf ball,161,2982.0,1157.0
2960.0,1139.0,3009.0,1174.0,1,0.7062551379203796,,golf ball,162,2984.0,1156.0
2963.0,1140.0,3011.0,1175.0,1,0.7215257883071899,,golf ball,163,2987.0,1158.0
2967.0,1140.0,3015.0,1176.0,1,0.7340844869613647,,golf ball,164,2991.0,1158.0
2970.0,1141.0,3018.0,1177.0,1,0.7400510907173157,,golf ball,165,2994.0,1159.0
2971.0,1141.0,3021.0,1177.0,1,0.7469026446342468,,golf ball,166,2996.0,1159.0
2972.0,1141.0,3023.0,1178.0,1,0.757921576499939,,golf ball,167,2998.0,1160.0
2974.0,1141.0,3025.0,1178.0,1,0.7712504267692566,,golf ball,168,3000.0,1160.0
2975.0,1141.0,3025.0,1177.0,1,0.7747722864151001,,golf ball,169,3000.0,1159.0
2975.0,1141.0,3025.0,1177.0,1,0.7725995182991028,,golf ball,170,3000.0,1159.0
2975.0,1141.0,3026.0,1177.0,1,0.7730027437210083,,golf ball,171,3000.0,1159.0
2975.0,1141.0,3026.0,1177.0,1,0.7737111449241638,,golf ball,172,3000.0,1159.0
2975.0,1141.0,3026.0,1177.0,1,0.771806001663208,,golf ball,173,3000.0,1159.0
2975.0,1141.0,3025.0,1178.0,1,0.7637369632720947,,golf ball,174,3000.0,1160.0
2974.0,1141.0,3025.0,1178.0,1,0.7618184089660645,,golf ball,175,3000.0,1160.0
2973.0,1141.0,3024.0,1178.0,1,0.7613368034362793,,golf ball,176,2998.0,1160.0
2973.0,1141.0,3023.0,1178.0,1,0.7576698660850525,,golf ball,177,2998.0,1160.0
2972.0,1141.0,3023.0,1178.0,1,0.7598656415939331,,golf ball,178,2998.0,1160.0
2972.0,1141.0,3022.0,1177.0,1,0.7540609836578369,,golf ball,179,2997.0,1159.0
2970.0,1140.0,3019.0,1177.0,1,0.7557319402694702,,golf ball,180,2994.0,1158.0
2969.0,1140.0,3019.0,1176.0,1,0.7566015720367432,,golf ball,181,2994.0,1158.0
2969.0,1140.0,3019.0,1176.0,1,0.7599971890449524,,golf ball,182,2994.0,1158.0
2968.0,1140.0,3018.0,1176.0,1,0.7662054896354675,,golf ball,183,2993.0,1158.0
2968.0,1140.0,3017.0,1176.0,1,0.7611163854598999,,golf ball,184,2992.0,1158.0
